11,3,1,0,0,0,0,0,0,0,0,9,2,3,1,0,0,0,0,0,0,0,7,1,3,4,0,0,0,0,0,2,1,11,0,0,1,0,0,0,0,2,4,1,4,1,2,1,0,0,0,0,1,0,0,8,0,2,2,2,1,0,0,4,5,0,4,1,0,0,0,0,1,0,1,1,0,5,0,7,0,0,0,0,0,2,0,0,12,1,0,0,1,0,0,1,1,3,1,8
4,6,1,3,0,0,1,0,0,0,1,1,6,2,4,0,1,0,0,0,0,2,3,0,4,1,3,1,0,1,1,8,1,2,1,0,2,0,0,0,1,1,3,2,3,0,3,2,0,0,0,0,1,0,2,4,0,0,6,2,0,1,1,3,6,0,4,0,0,0,0,0,1,0,3,3,0,5,0,3,0,0,0,0,0,10,0,1,3,1,0,0,0,0,1,3,1,7,2,1
76,24,0,5,0,0,0,0,0,0,0,80,16,8,1,0,0,0,0,0,0,0,66,1,19,18,1,0,0,0,0,6,5,93,1,0,0,0,0,0,0,7,11,9,41,2,27,8,0,0,0,0,2,0,1,85,0,2,11,4,0,3,0,28,38,0,36,0,0,0,0,0,1,0,6,7,0,44,0,47,0,0,0,0,0,12,0,0,93,0,0,0,1,0,0,16,0,17,14,57
15,58,0,31,0,0,1,0,0,0,0,16,43,30,16,0,0,0,0,0,0,10,27,2,45,7,8,5,0,1,0,66,2,7,1,0,29,0,0,0,0,8,12,18,27,1,28,11,0,0,0,0,12,0,1,20,0,15,37,20,0,10,12,28,28,0,27,0,0,0,0,0,0,0,20,15,0,53,0,17,0,0,0,0,0,91,0,0,11,3,0,0,2,0,0,30,0,49,3,21
178,48,0,1,0,0,0,0,0,0,0,196,21,8,2,0,0,0,0,0,0,0,169,0,29,28,1,0,0,0,0,5,1,221,0,0,0,0,0,0,0,14,18,18,106,2,64,5,0,0,0,0,0,0,0,209,0,1,14,3,0,3,0,47,85,0,92,0,0,0,0,0,0,0,3,11,0,107,0,106,0,0,0,0,0,15,0,0,212,0,0,0,0,0,0,41,0,19,14,153
29,147,0,49,0,0,2,0,0,0,0,19,124,60,24,0,0,0,0,0,0,17,46,0,133,15,14,2,0,0,0,152,9,6,2,0,58,0,0,0,0,11,23,25,62,4,88,14,0,0,0,0,20,0,7,18,0,43,92,47,0,3,17,89,59,0,59,0,0,0,0,0,0,0,33,21,0,111,0,62,0,0,0,0,0,211,0,0,15,1,0,0,2,0,0,54,0,122,12,37
191,33,0,3,0,0,0,0,0,0,0,207,14,6,0,0,0,0,0,0,0,0,194,0,19,14,0,0,0,0,0,3,0,224,0,0,0,0,0,0,0,9,14,9,108,0,83,4,0,0,0,0,0,0,0,220,0,0,7,0,0,2,0,54,88,0,83,0,0,0,0,0,0,0,1,5,0,112,0,109,0,0,0,0,0,5,0,0,222,0,0,0,0,0,0,36,0,18,11,162
22,157,0,48,0,0,0,0,0,0,0,15,138,59,15,0,0,0,0,0,0,7,27,0,157,26,10,0,0,0,0,173,1,3,0,0,50,0,0,0,0,5,25,24,83,0,82,8,0,0,0,0,23,0,3,7,0,39,110,45,0,7,17,80,56,0,67,0,0,0,0,0,0,0,29,18,0,110,0,70,0,0,0,0,0,222,0,0,5,0,0,0,0,0,0,68,0,120,8,31
205,25,0,1,0,0,0,0,0,0,0,224,7,0,0,0,0,0,0,0,0,0,204,0,18,9,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,4,9,10,132,0,75,1,0,0,0,0,0,0,0,228,0,0,3,0,0,1,0,43,87,0,100,0,0,0,0,0,0,0,0,2,0,114,0,115,0,0,0,0,0,3,0,0,228,0,0,0,0,0,0,32,0,11,2,186
20,179,0,32,0,0,0,0,0,0,0,6,155,54,16,0,0,0,0,0,0,2,24,0,178,25,2,0,0,0,0,193,1,0,0,0,37,0,0,0,0,3,20,26,66,0,112,4,0,0,0,0,12,0,3,3,0,44,125,44,0,1,6,100,57,0,67,0,0,0,0,0,0,0,29,13,0,114,0,75,0,0,0,0,0,228,0,0,3,0,0,0,0,0,0,64,0,132,5,30
